% Change in the Price of fuel,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of fuel,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of Non-Biomass Electricity,Rebound effect on electricity,CO2 Reduction (megatonnes)
0.22282,-10.837,-0.57094,0.064618,4.2414,-0.028547,-0.72246,0.85551,46.565
-0.10476,-13.507,-4.2786,-0.030379,4.0545,-0.21393,-0.90045,0.81991,58.037
1.2032,-20.251,-7.1809,0.34893,3.5825,-0.35904,-1.35,0.72999,87.015
2.2034,-20.084,-7.3773,0.63898,3.5941,-0.36886,-1.339,0.73221,86.301
-0.074823,-25.169,-3.2802,-0.021699,3.2382,-0.16401,-1.6779,0.66442,108.15
-0.53825,-12.97,-2.1468,-0.15609,4.0921,-0.10734,-0.86465,0.82707,55.73
1.3979,-14.67,1.6573,0.4054,3.9731,0.082866,-0.978,0.8044,63.035
-0.039425,-14.307,-10.213,-0.011433,3.9985,-0.51063,-0.95382,0.80924,61.477
0.25429,-9.7696,-8.3953,0.073743,4.3161,-0.41976,-0.65131,0.86974,41.979
-1.1946,-14.851,-8.6869,-0.34643,3.9604,-0.43435,-0.99007,0.80199,63.813
0.78835,-12.886,-4.8018,0.22862,4.098,-0.24009,-0.85904,0.82819,55.368
-0.56604,-13.008,-5.3988,-0.16415,4.0895,-0.26994,-0.86718,0.82656,55.893
-0.73433,-12.811,-4.8598,-0.21296,4.1032,-0.24299,-0.85406,0.82919,55.047
0.31289,-14.525,-6.3163,0.090737,3.9833,-0.31581,-0.96831,0.80634,62.411
1.1022,-19.475,3.2947,0.31964,3.6368,0.16474,-1.2983,0.74033,83.682
1.013,-12.672,-1.1835,0.29378,4.113,-0.059174,-0.8448,0.83104,54.45
-1.5651,-16.144,-7.84,-0.45388,3.8699,-0.392,-1.0763,0.78474,69.37
-0.15999,-12.422,-8.4441,-0.046398,4.1305,-0.42221,-0.82813,0.83437,53.376
-0.6554,-15.442,-15.255,-0.19006,3.9191,-0.76275,-1.0294,0.79411,66.351
-1.2791,-12.3,-3.8724,-0.37095,4.139,-0.19362,-0.82,0.836,52.852
0.46823,-14.045,-2.8459,0.13579,4.0168,-0.1423,-0.93634,0.81273,60.35
-0.86962,-15.612,-9.7614,-0.25219,3.9072,-0.48807,-1.0408,0.79184,67.083
-17.507,-120.53,-149.93,-5.077,-3.4374,-7.4965,-8.0356,-0.60712,517.92
-0.55545,-13.362,-8.4123,-0.16108,4.0646,-0.42062,-0.89083,0.82183,57.417
0.32873,-13.343,-3.6005,0.095331,4.066,-0.18002,-0.88952,0.8221,57.332
0.197,-23.707,-0.25434,0.057129,3.3405,-0.012717,-1.5805,0.6839,101.87
-0.53077,-16.053,-7.8787,-0.15392,3.8763,-0.39394,-1.0702,0.78596,68.977
-0.54134,-10.795,-2.711,-0.15699,4.2444,-0.13555,-0.71965,0.85607,46.384
-0.93388,-10.906,-5.8276,-0.27083,4.2366,-0.29138,-0.72708,0.85458,46.863
-0.39352,-19.113,-9.1229,-0.11412,3.6621,-0.45615,-1.2742,0.74516,82.127
-0.82665,-12.984,-4.3426,-0.23973,4.0912,-0.21713,-0.86557,0.82689,55.789
-1.2096,-16.465,-8.1791,-0.35079,3.8475,-0.40895,-1.0976,0.78047,70.747
0.59823,-11.089,0.38945,0.17349,4.2238,0.019473,-0.73924,0.85215,47.647
0.28151,-9.4633,-0.55461,0.081639,4.3376,-0.027731,-0.63089,0.87382,40.663
0.67952,-20.599,4.2088,0.19706,3.5581,0.21044,-1.3733,0.72534,88.513
-0.62696,-13.392,-5.917,-0.18182,4.0626,-0.29585,-0.89281,0.82144,57.544
-1.9442,-16.251,-2.8599,-0.56382,3.8624,-0.14299,-1.0834,0.78332,69.83
-0.013242,-9.8548,-4.1957,-0.0038401,4.3102,-0.20979,-0.65698,0.8686,42.345
0.70287,-14.808,-2.4624,0.20383,3.9635,-0.12312,-0.98719,0.80256,63.628
-1.0296,-12.821,-1.0578,-0.29859,4.1025,-0.052891,-0.85476,0.82905,55.092
-2.7641,-17.743,-0.12068,-0.8016,3.758,-0.0060341,-1.1829,0.76342,76.242
0.20833,-17.319,-1.5598,0.060415,3.7877,-0.077989,-1.1546,0.76908,74.417
-1.3706,-14.949,-3.7663,-0.39746,3.9536,-0.18831,-0.99662,0.80068,64.235
1.6845,-21.293,11.19,0.48851,3.5095,0.55948,-1.4195,0.7161,91.492
0.063983,-20.452,-3.897,0.018555,3.5684,-0.19485,-1.3635,0.72731,87.879
1.7382,-19.66,-1.348,0.50407,3.6238,-0.067401,-1.3107,0.73787,84.477
-0.1302,-12.545,-0.69777,-0.037757,4.1219,-0.034889,-0.83631,0.83274,53.903
-1.4014,-14.856,-0.74657,-0.4064,3.9601,-0.037329,-0.99038,0.80192,63.833
0.09894,-16.578,-2.563,0.028693,3.8395,-0.12815,-1.1052,0.77895,71.236
0.66976,-12.09,-5.7521,0.19423,4.1537,-0.28761,-0.80597,0.83881,51.948
0.73005,-16.538,-6.1988,0.21171,3.8423,-0.30994,-1.1025,0.77949,71.063
-1.2279,-15.758,-4.4037,-0.35608,3.8969,-0.22019,-1.0506,0.78989,67.712
-2.2681,-18.363,-13.153,-0.65775,3.7146,-0.65763,-1.2242,0.75516,78.904
-0.34072,-21.502,-4.8004,-0.098809,3.4949,-0.24002,-1.4334,0.71331,92.391
-0.94367,-16.052,-2.3835,-0.27367,3.8764,-0.11918,-1.0701,0.78597,68.974
-0.059733,-12.691,-3.0002,-0.017323,4.1116,-0.15001,-0.84605,0.83079,54.531
-0.5378,-14.367,-6.3524,-0.15596,3.9943,-0.31762,-0.95779,0.80844,61.733
0.31621,-20.852,-1.401,0.0917,3.5403,-0.070051,-1.3901,0.72197,89.6
0.78712,-12.286,-7.6419,0.22826,4.14,-0.38209,-0.81908,0.83618,52.793
-1.5737,-14.335,-9.9958,-0.45638,3.9965,-0.49979,-0.95567,0.80887,61.597
0.50768,-22.101,-8.4615,0.14723,3.4529,-0.42308,-1.4734,0.70532,94.967
0.089278,-12.113,-6.1124,0.025891,4.1521,-0.30562,-0.80754,0.83849,52.049
-0.44775,-15.985,-0.34871,-0.12985,3.881,-0.017435,-1.0657,0.78686,68.687
-1.1913,-17.007,-12.093,-0.34547,3.8095,-0.60467,-1.1338,0.77324,73.077
-0.52965,-24.98,-6.981,-0.1536,3.2514,-0.34905,-1.6653,0.66693,107.34
-0.96561,-15.523,-9.0555,-0.28003,3.9134,-0.45278,-1.0349,0.79302,66.703
0.28461,-21.313,-6.8409,0.082537,3.5081,-0.34205,-1.4208,0.71583,91.578
-0.8489,-13.161,0.83483,-0.24618,4.0787,0.041741,-0.87739,0.82452,56.551
-0.14174,-31.468,1.4346,-0.041104,2.7973,0.071731,-2.0978,0.58043,135.21
-0.52924,-11.501,-4.1336,-0.15348,4.195,-0.20668,-0.7667,0.84666,49.417
-1.3189,-20.415,-10.401,-0.38249,3.571,-0.52003,-1.361,0.7278,87.72
1.2114,-12.617,1.938,0.35131,4.1168,0.096901,-0.8411,0.83178,54.212
-0.23031,-16.026,-3.7628,-0.066791,3.8782,-0.18814,-1.0684,0.78632,68.863
1.1573,-12.112,0.87365,0.33561,4.1522,0.043682,-0.80743,0.83851,52.042
-2.2247,-20.503,-7.438,-0.64516,3.5648,-0.3719,-1.3669,0.72662,88.101
-0.98016,-16.253,-11.975,-0.28425,3.8623,-0.59874,-1.0835,0.7833,69.836
-1.205,-11.682,-2.458,-0.34946,4.1823,-0.1229,-0.7788,0.84424,50.196
0.53513,-13.958,-2.3813,0.15519,4.0229,-0.11907,-0.93055,0.81389,59.977
-0.95502,-13.407,-1.5812,-0.27695,4.0615,-0.079058,-0.89382,0.82124,57.61
0.43407,-14.576,-4.5937,0.12588,3.9797,-0.22968,-0.97171,0.80566,62.63
0.31416,-14.315,0.84982,0.091106,3.9979,0.042491,-0.95434,0.80913,61.511
-0.37226,-12.723,2.9587,-0.10796,4.1094,0.14793,-0.84823,0.83035,54.671
-0.39788,-9.6089,-0.0033737,-0.11539,4.3274,-0.00016868,-0.64059,0.87188,41.288
-1.7285,-22.698,-4.8815,-0.50127,3.4112,-0.24407,-1.5132,0.69736,97.53
0.81557,-10.426,0.086132,0.23651,4.2702,0.0043066,-0.69508,0.86098,44.801
-0.084591,-11.064,-3.184,-0.024531,4.2255,-0.1592,-0.73763,0.85247,47.543
-0.28648,-22.922,-16.232,-0.08308,3.3955,-0.81159,-1.5281,0.69438,98.491
-2.1262,-12.671,-0.55264,-0.6166,4.113,-0.027632,-0.84476,0.83105,54.448
1.133,-20.72,0.66218,0.32857,3.5496,0.033109,-1.3813,0.72374,89.03
-0.47861,-19.326,-7.7544,-0.1388,3.6472,-0.38772,-1.2884,0.74231,83.044
-1.4043,-12.245,-0.676,-0.40726,4.1429,-0.0338,-0.81633,0.83673,52.615
-0.37191,-11.408,0.60113,-0.10785,4.2015,0.030056,-0.76052,0.8479,49.018
0.62211,-15.847,7.2097,0.18041,3.8907,0.36048,-1.0565,0.7887,68.095
-1.4649,-14.124,-6.3382,-0.42481,4.0113,-0.31691,-0.9416,0.81168,60.69
-0.15083,-15.232,-8.0736,-0.04374,3.9338,-0.40368,-1.0155,0.79691,65.449
-1.3982,-9.2617,-4.2572,-0.40548,4.3517,-0.21286,-0.61745,0.87651,39.797
-0.55333,-12.88,-12.052,-0.16046,4.0984,-0.60262,-0.85868,0.82826,55.345
-0.77465,-14.943,0.90061,-0.22465,3.954,0.045031,-0.99619,0.80076,64.208
0.60997,-14.86,-5.9178,0.17689,3.9598,-0.29589,-0.99065,0.80187,63.851
-1.2327,-11.401,-5.7493,-0.35749,4.202,-0.28747,-0.76004,0.84799,48.987
-0.41729,-14.762,-1.5699,-0.12101,3.9667,-0.078495,-0.98414,0.80317,63.431
-0.21971,-12.677,-1.7095,-0.063715,4.1126,-0.085477,-0.84515,0.83097,54.473
0.19446,-14.43,-0.49708,0.056393,3.9899,-0.024854,-0.96198,0.8076,62.003
-0.016809,-12.212,-3.8952,-0.0048746,4.1452,-0.19476,-0.81414,0.83717,52.474
0.7662,-15.04,-9.2224,0.2222,3.9472,-0.46112,-1.0027,0.79946,64.627
-0.94642,-15.647,-12.417,-0.27446,3.9047,-0.62085,-1.0431,0.79138,67.231
-2.2214,-12.017,-12.773,-0.6442,4.1588,-0.63863,-0.80114,0.83977,51.637
1.5736,-25.638,-11.038,0.45634,3.2053,-0.5519,-1.7092,0.65816,110.17
0.51913,-12.288,-2.0698,0.15055,4.1398,-0.10349,-0.8192,0.83616,52.8
-0.95611,-16.969,-8.517,-0.27727,3.8122,-0.42585,-1.1313,0.77375,72.914
-1.0647,-14.947,-4.8606,-0.30877,3.9537,-0.24303,-0.9965,0.8007,64.228
-1.3714,-12.221,-5.2962,-0.39771,4.1446,-0.26481,-0.81471,0.83706,52.511
-0.53943,-12.865,-1.4301,-0.15643,4.0994,-0.071506,-0.85767,0.82847,55.28
-0.1278,-11.206,0.52518,-0.037061,4.2156,0.026259,-0.74704,0.85059,48.149
0.069317,-9.9616,2.4956,0.020102,4.3027,0.12478,-0.66411,0.86718,42.804
1.1021,-14.008,-3.8926,0.31961,4.0194,-0.19463,-0.93386,0.81323,60.191
-0.77546,-18.7,-8.0417,-0.22488,3.691,-0.40208,-1.2467,0.75066,80.353
-5.1609,-29.626,-15.722,-1.4967,2.9262,-0.78612,-1.9751,0.60498,127.3
0.041513,-12.526,-0.51215,0.012039,4.1232,-0.025607,-0.83506,0.83299,53.822
1.3798,-9.2069,-1.9918,0.40013,4.3555,-0.09959,-0.61379,0.87724,39.561
-2.1901,-18.793,-1.0932,-0.63512,3.6845,-0.05466,-1.2529,0.74943,80.751
-1.0366,-14.221,-4.0674,-0.30061,4.0045,-0.20337,-0.9481,0.81038,61.108
0.92802,-16.065,0.67081,0.26913,3.8754,0.03354,-1.071,0.7858,69.03
-2.2776,-18.717,-9.883,-0.66051,3.6898,-0.49415,-1.2478,0.75044,80.424
-0.69807,-15.188,-4.9009,-0.20244,3.9368,-0.24504,-1.0125,0.79749,65.262
0.038689,-13.935,-0.99946,0.01122,4.0245,-0.049973,-0.929,0.8142,59.878
-0.472,-9.7316,0.13924,-0.13688,4.3188,0.0069621,-0.64877,0.87025,41.816
1.0136,-16.377,-3.1138,0.29395,3.8536,-0.15569,-1.0918,0.78163,70.372
0.038933,-11.783,0.15783,0.011291,4.1752,0.0078915,-0.78551,0.8429,50.629
-1.7146,-15.486,-8.7945,-0.49723,3.916,-0.43973,-1.0324,0.79351,66.543
-1.4203,-17.883,-15.88,-0.41188,3.7482,-0.79401,-1.1922,0.76157,76.84
-0.63789,-15.686,-7.7181,-0.18499,3.902,-0.38591,-1.0457,0.79085,67.401
0.1099,-10.533,-0.97926,0.031871,4.2627,-0.048963,-0.70221,0.85956,45.26
-1.7555,-17.231,-11.649,-0.50908,3.7938,-0.58246,-1.1487,0.77025,74.04
0.8987,-18.9,-5.6754,0.26062,3.677,-0.28377,-1.26,0.74799,81.213
-0.12437,-12.344,-4.8137,-0.036068,4.1359,-0.24069,-0.82296,0.83541,53.043
1.3163,-19.235,-0.42443,0.38172,3.6535,-0.021222,-1.2824,0.74353,82.652
1.2959,-13.853,1.2011,0.37581,4.0303,0.060056,-0.92357,0.81529,59.527
1.0743,-13.002,0.57966,0.31154,4.0899,0.028983,-0.8668,0.82664,55.868
-1.1966,-14.355,-4.4337,-0.347,3.9951,-0.22169,-0.95702,0.8086,61.683
-5.2542,-46.611,-20.77,-1.5237,1.7372,-1.0385,-3.1074,0.37852,200.28
0.71434,-12.728,3.8401,0.20716,4.1091,0.192,-0.84852,0.8303,54.69
0.23937,-15.42,-8.9167,0.069418,3.9206,-0.44583,-1.028,0.79439,66.26
-0.60461,-12.12,-3.9428,-0.17534,4.1516,-0.19714,-0.80797,0.83841,52.076
-0.0038401,-21.295,-4.5497,-0.0011136,3.5093,-0.22749,-1.4197,0.71606,91.504
-0.73629,-11.084,-0.77784,-0.21352,4.2241,-0.038892,-0.73894,0.85221,47.627
0.57798,-15.96,-2.3961,0.16761,3.8828,-0.11981,-1.064,0.78719,68.58
1.5619,-15.007,5.2574,0.45294,3.9495,0.26287,-1.0004,0.79991,64.482
1.0557,-13.594,-0.46473,0.30614,4.0484,-0.023237,-0.90627,0.81875,58.412
0.61365,-13.884,-2.0299,0.17796,4.0281,-0.1015,-0.92563,0.81487,59.66
-0.53893,-11.094,-2.1572,-0.15629,4.2234,-0.10786,-0.73963,0.85207,47.672
0.11882,-21.875,-2.1261,0.034458,3.4687,-0.1063,-1.4584,0.70833,93.996
-0.83315,-22.655,-11.483,-0.24161,3.4142,-0.57416,-1.5103,0.69794,97.344
0.18497,-13.049,0.074513,0.053642,4.0866,0.0037257,-0.86994,0.82601,56.071
-0.59041,-16.004,-2.5273,-0.17122,3.8797,-0.12637,-1.067,0.78661,68.769
0.82409,-14.683,0.47835,0.23899,3.9722,0.023918,-0.97885,0.80423,63.09
0.92794,-18.141,6.0746,0.2691,3.7302,0.30373,-1.2094,0.75813,77.948
-0.40738,-12.744,-6.7865,-0.11814,4.1079,-0.33932,-0.84962,0.83008,54.761
0.56898,-16.295,-3.2794,0.165,3.8593,-0.16397,-1.0863,0.78273,70.019
-0.86314,-10.984,-1.0764,-0.25031,4.2311,-0.053821,-0.73226,0.85355,47.196
-1.2705,-15.239,-20.017,-0.36845,3.9333,-1.0009,-1.0159,0.79681,65.48
0.76416,-13.787,0.1447,0.22161,4.0349,0.0072349,-0.91912,0.81618,59.24
1.5179,-15.869,-2.0641,0.44018,3.8892,-0.10321,-1.0579,0.78841,68.187
-0.41722,-27.611,-17.094,-0.12099,3.0672,-0.85468,-1.8407,0.63185,118.64
-0.89258,-13.799,-12.211,-0.25885,4.0341,-0.61054,-0.91992,0.81602,59.292
-0.09784,-12.04,0.8325,-0.028374,4.1572,0.041625,-0.80269,0.83946,51.736
-0.61164,-22.578,-5.1043,-0.17737,3.4195,-0.25522,-1.5052,0.69896,97.016
-0.80769,-15.756,-1.7399,-0.23423,3.8971,-0.086994,-1.0504,0.78991,67.704
-0.34444,-10.506,-2.1862,-0.099887,4.2646,-0.10931,-0.70038,0.85992,45.142
0.91932,-14.125,2.9196,0.2666,4.0113,0.14598,-0.94165,0.81167,60.692
0.55918,-15.991,-1.9966,0.16216,3.8806,-0.099832,-1.0661,0.78678,68.713
-0.46062,-10.19,-3.8276,-0.13358,4.2867,-0.19138,-0.6793,0.86414,43.783
0.41295,-16.001,-0.96839,0.11975,3.8799,-0.048419,-1.0668,0.78665,68.756
0.62747,-13.98,-0.40001,0.18197,4.0214,-0.020001,-0.93202,0.8136,60.072
-1.0667,-12.428,-9.5048,-0.30934,4.1301,-0.47524,-0.82852,0.8343,53.401
0.36798,-15.415,1.6954,0.10671,3.921,0.084772,-1.0277,0.79447,66.236
-1.092,-17.771,-3.2288,-0.31667,3.7561,-0.16144,-1.1847,0.76306,76.359
-1.7639,-17.463,-12.68,-0.51153,3.7776,-0.63399,-1.1642,0.76716,75.036
1.8116,-15.732,0.12064,0.52538,3.8988,0.0060322,-1.0488,0.79024,67.598
0.15495,-12.425,0.064562,0.044935,4.1303,0.0032281,-0.82831,0.83434,53.388
0.74295,-17.886,0.27033,0.21546,3.748,0.013517,-1.1924,0.76152,76.854
-0.29748,-13.582,0.76209,-0.086269,4.0493,0.038104,-0.90547,0.81891,58.361
-0.17824,-17.758,-4.6678,-0.051691,3.7569,-0.23339,-1.1839,0.76322,76.306
0.9175,-16.074,-7.3716,0.26608,3.8748,-0.36858,-1.0716,0.78568,69.067
-1.2035,-12.188,-9.9772,-0.34901,4.1468,-0.49886,-0.81255,0.83749,52.372
-1.2638,-25.249,-3.1458,-0.3665,3.2326,-0.15729,-1.6833,0.66334,108.49
-0.80194,-15.222,-3.368,-0.23256,3.9345,-0.1684,-1.0148,0.79704,65.407
-0.40868,-22.785,-3.4455,-0.11852,3.405,-0.17228,-1.519,0.6962,97.905
0.67971,-16.61,4.6692,0.19712,3.8373,0.23346,-1.1073,0.77854,71.371
-0.36661,-22.444,-1.4762,-0.10632,3.4289,-0.073812,-1.4963,0.70075,96.439
0.55305,-16.278,0.51366,0.16038,3.8606,0.025683,-1.0852,0.78296,69.944
-0.17529,-30.311,-26.891,-0.050833,2.8782,-1.3445,-2.0208,0.59585,130.24
0.52574,-16.391,-7.8311,0.15247,3.8526,-0.39155,-1.0928,0.78145,70.432
0.7408,-20.704,-4.9761,0.21483,3.5507,-0.2488,-1.3803,0.72395,88.962
-1.6054,-15.943,-3.2394,-0.46557,3.884,-0.16197,-1.0628,0.78743,68.503
-0.24876,-10.322,-6.0215,-0.07214,4.2775,-0.30108,-0.68811,0.86238,44.351
-0.28188,-12.688,-0.79751,-0.081746,4.1119,-0.039876,-0.84585,0.83083,54.518
-0.2657,-11.481,0.74607,-0.077054,4.1963,0.037304,-0.76541,0.84692,49.333
0.048425,-12.876,-1.8982,0.014043,4.0987,-0.09491,-0.85838,0.82832,55.326
1.0102,-22.519,-4.9652,0.29295,3.4237,-0.24826,-1.5013,0.69975,96.762
-2.1217,-14.022,-6.0069,-0.6153,4.0185,-0.30035,-0.93481,0.81304,60.251
0.81102,-15.432,-0.77068,0.23519,3.9198,-0.038534,-1.0288,0.79424,66.309
1.5509,-12.277,-2.5352,0.44977,4.1406,-0.12676,-0.81849,0.8363,52.755
-1.1822,-11.002,-5.0102,-0.34285,4.2299,-0.25051,-0.73346,0.85331,47.274
-0.78201,-15.306,-1.1119,-0.22678,3.9286,-0.055597,-1.0204,0.79592,65.768
-0.053323,-12.39,-0.42109,-0.015464,4.1327,-0.021054,-0.82598,0.8348,53.237
-0.39082,-12.658,-1.0661,-0.11334,4.1139,-0.053304,-0.84387,0.83123,54.39
-1.6575,-11.609,-3.9624,-0.48068,4.1873,-0.19812,-0.77396,0.84521,49.884
1.1979,-14.873,-6.356,0.34739,3.9589,-0.3178,-0.99152,0.8017,63.907
1.3432,-12.078,-3.9378,0.38952,4.1545,-0.19689,-0.80519,0.83896,51.897
1.246,-15.715,4.0817,0.36133,3.9,0.20408,-1.0476,0.79047,67.524
-2.4266,-15.307,-1.9025,-0.70372,3.9285,-0.095127,-1.0204,0.79591,65.771
-0.27266,-22.188,1.7286,-0.079071,3.4468,0.086428,-1.4792,0.70416,95.34
0.49773,-11.492,-1.0554,0.14434,4.1956,-0.052772,-0.76614,0.84677,49.38
0.48661,-19.251,-0.22543,0.14112,3.6524,-0.011272,-1.2834,0.74332,82.718
1.1479,-36.16,1.6507,0.3329,2.4688,0.082534,-2.4107,0.51787,155.38
-0.44328,-11.738,-4.4728,-0.12855,4.1783,-0.22364,-0.78254,0.84349,50.438
-0.021361,-12.268,-7.3397,-0.0061948,4.1413,-0.36699,-0.81785,0.83643,52.713
-0.086702,-12.135,-5.7083,-0.025144,4.1506,-0.28541,-0.80897,0.83821,52.141
-0.7128,-13.081,-8.3821,-0.20671,4.0843,-0.4191,-0.87209,0.82558,56.209
1.5549,-14.321,-2.5246,0.45091,3.9976,-0.12623,-0.9547,0.80906,61.534
-0.66854,-15.583,-3.1898,-0.19388,3.9092,-0.15949,-1.0388,0.79223,66.956
0.23974,-15.044,-11.211,0.069526,3.9469,-0.56056,-1.003,0.79941,64.645
0.36212,-14.67,0.01471,0.10502,3.9731,0.00073548,-0.97797,0.80441,63.033
0.11481,-15.883,-1.6758,0.033295,3.8882,-0.083792,-1.0588,0.78823,68.246
0.10104,-44.298,-36.045,0.029302,1.8992,-1.8022,-2.9532,0.40937,190.34
