% Change in the Price of gasoline,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of gasoline,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of Non-Biomass Electricity,Rebound effect on electricity,CO2 Reduction (megatonnes)
-39.806,-790.25,-94.853,-11.544,231.36,-4.7427,-14.306,0.9501,3395.6
-116.49,-931.64,-384.13,-33.782,221.46,-19.206,-16.866,0.94117,4003.2
41.52,-869.01,-187.83,12.041,225.85,-9.3915,-15.732,0.94512,3734
-38.692,-746.45,245.47,-11.221,234.43,12.273,-13.513,0.95286,3207.4
-40.426,-1513.7,-499.85,-11.724,180.72,-24.992,-27.403,0.90441,6504.3
-20.375,-716.16,-256.74,-5.9088,236.55,-12.837,-12.965,0.95478,3077.2
31.988,-751.68,-241.53,9.2765,234.06,-12.076,-13.608,0.95253,3229.9
-0.053433,-751.35,-29.67,-0.015496,234.08,-1.4835,-13.602,0.95255,3228.5
83.122,-831.42,-5.7898,24.105,228.48,-0.28949,-15.051,0.9475,3572.5
-22.21,-884.86,-401.41,-6.4409,224.74,-20.071,-16.019,0.94412,3802.1
-92.274,-867.55,-371.61,-26.76,225.95,-18.581,-15.705,0.94522,3727.8
-45.27,-1326.6,-498.31,-13.128,193.81,-24.916,-24.016,0.91623,5700.5
-41.652,-740.47,-58.1,-12.079,234.84,-2.905,-13.405,0.95324,3181.7
-46.459,-1369.1,-789.32,-13.473,190.84,-39.466,-24.784,0.91355,5882.8
1.9377,-691.01,-325.65,0.56195,238.31,-16.283,-12.509,0.95636,2969.2
32.704,-632.03,-16.111,9.4841,242.43,-0.80556,-11.442,0.96009,2715.8
33.346,-640.78,26.588,9.6704,241.82,1.3294,-11.6,0.95954,2753.4
-42.618,-797.38,63.523,-12.359,230.86,3.1762,-14.435,0.94965,3426.3
0.82723,-671.56,-52.428,0.2399,239.67,-2.6214,-12.157,0.95759,2885.6
38.486,-595.17,-2.6208,11.161,245.01,-0.13104,-10.774,0.96242,2557.4
-23.393,-747.33,-310.36,-6.784,234.36,-15.518,-13.529,0.95281,3211.2
1.5101,-826.66,-30.587,0.43792,228.81,-1.5294,-14.965,0.9478,3552.1
18.327,-607.71,28.376,5.3147,244.14,1.4188,-11.001,0.96162,2611.2
-94.17,-1389.1,-324.06,-27.309,189.44,-16.203,-25.148,0.91228,5969
-34.649,-1092.9,-309.96,-10.048,210.17,-15.498,-19.785,0.93098,4696.2
78.119,-781.95,-704.45,22.655,231.94,-35.222,-14.156,0.95062,3359.9
5.4432,-795.07,-144.32,1.5785,231.02,-7.2158,-14.393,0.94979,3416.4
-35.786,-728.18,-160.54,-10.378,235.7,-8.0269,-13.182,0.95402,3128.9
-49.421,-890.17,-470.54,-14.332,224.36,-23.527,-16.115,0.94379,3825
81.035,-668.96,-8.3408,23.5,239.85,-0.41704,-12.11,0.95776,2874.4
1.0512,-1078,-380.07,0.30486,211.22,-19.004,-19.515,0.93193,4632.1
86.75,-689.68,-54.196,25.157,238.4,-2.7098,-12.485,0.95645,2963.5
-40.339,-583.85,-111.47,-11.698,245.81,-5.5733,-10.569,0.96313,2508.8
41.266,-693.25,-70.495,11.967,238.15,-3.5247,-12.55,0.95622,2978.8
8.2929,-1175.7,-103.4,2.4049,204.37,-5.1699,-21.284,0.92575,5052
-9.6562,-1108.5,-96.841,-2.8003,209.08,-4.842,-20.068,0.93,4763.3
57.906,-1687.1,-280.92,16.793,168.58,-14.046,-30.542,0.89346,7249.5
166.94,-847.52,384.03,48.412,227.35,19.202,-15.343,0.94648,3641.7
-104.8,-721.7,-338.68,-30.391,236.16,-16.934,-13.065,0.95443,3101.1
-9.0885,-951.64,-572.92,-2.6357,220.06,-28.646,-17.228,0.93991,4089.1
-30.654,-628.68,195.52,-8.8898,242.67,9.7759,-11.381,0.9603,2701.4
29.203,-995.84,251.7,8.4688,216.97,12.585,-18.028,0.93712,4279
24.779,-886.44,-187.59,7.1859,224.63,-9.3793,-16.047,0.94402,3809
-28.1,-883.8,-96.335,-8.1489,224.81,-4.8168,-16,0.94419,3797.6
139.11,-2172.3,-280.4,40.342,134.62,-14.02,-39.325,0.86283,9334
172.53,-843.71,513.64,50.035,227.62,25.682,-15.274,0.94672,3625.3
-20.136,-1005.5,-285.82,-5.8394,216.29,-14.291,-18.203,0.9365,4320.7
-226.6,-1510,-896.81,-65.715,180.98,-44.84,-27.335,0.90465,6488.3
-22.875,-742.75,-303.12,-6.6336,234.68,-15.156,-13.446,0.9531,3191.5
49.246,-961.96,-496.26,14.281,219.34,-24.813,-17.414,0.93925,4133.4
-24.415,-875.85,-311.06,-7.0804,225.37,-15.553,-15.855,0.94469,3763.4
44.731,-1032,-421.01,12.972,214.44,-21.05,-18.681,0.93483,4434.2
-41.8,-643.94,68.292,-12.122,241.6,3.4146,-11.657,0.95934,2766.9
-94.724,-670.31,-214.14,-27.47,239.75,-10.707,-12.135,0.95767,2880.2
158.09,-856.31,-55.823,45.846,226.73,-2.7912,-15.502,0.94593,3679.5
-25.266,-1231.5,143.19,-7.3272,200.47,7.1593,-22.293,0.92224,5291.5
-44.861,-843.19,-66.608,-13.01,227.65,-3.3304,-15.264,0.94675,3623.1
-12.426,-633.49,-325.16,-3.6035,242.33,-16.258,-11.468,0.96,2722.1
-1.6992,-927.76,-345.27,-0.49276,221.73,-17.263,-16.795,0.94141,3986.5
